PUBLICATION_DATE,UID,lat,lon,DATE_COL,SITE_ID,SITE_USE,STATE,REGION,VISIT_NO,SAMPLE_TYPE,COND,COND_USEABILITY,NH3,NH3_USEABILITY,NO3NO2,NO3NO2_USEABILITY,PH,PH_USEABILITY,TKN,TKN_USEABILITY,TN,TN_USEABILITY,TP,TP_USEABILITY,CONDUCTIVITY_FIELD,PH_FIELD
7/28/2016,4770,26.47135,-81.53571,9/10/2011,NWCA11-R001,NWCA_NOT_PROBABILITY,FL,CPL,1,CHEM,395,"USE - only lab, flag issue minor",0.015,USE,0.003,USE - account for <DL/LRL,7.42,USE,,,0.95,USE - flag issue minor,22,USE - flag issue minor,,
7/28/2016,4771,34.69811,-76.5993,9/14/2011,NWCA11-R003,NWCA_NOT_PROBABILITY,NC,CPL,1,CHEM,50130,"USE - only lab, no issues",0,USE,0.011,USE - no issues,8.11,USE,,,0.384,USE - no issues,13,USE - no issues,,
7/28/2016,4772,32.54745,-80.5279,6/13/2011,NWCA11-R007,NWCA_NOT_PROBABILITY,SC,CPL,1,CHEM,45950,"USE - only lab, no issues",0.119,USE,0.021,USE - no issues,7.51,USE,,,1.063,USE - no issues,339,USE - no issues,,
7/28/2016,4773,33.95586,-77.93398,9/13/2011,NWCA11-R012,NWCA_NOT_PROBABILITY,NC,CPL,1,CHEM,35660,"USE - only lab, no issues",0.157,USE,0.042,USE - no issues,7.65,USE,,,0.83,USE - no issues,111,USE - no issues,,
7/28/2016,4774,37.35522,-88.9479,9/21/2011,NWCA11-R013,NWCA_NOT_PROBABILITY,IL,SAP,1,CHEM,70.8,"USE - only lab, no issues",0.019,USE,0.01,USE - account for <DL/LRL,6.31,USE,,,1.708,USE - no issues,262,USE - no issues,,
7/28/2016,4780,41.7481,-102.3931,7/20/2011,NWCA11-R025,NWCA_NOT_PROBABILITY,NE,SPL,1,CHEM,349.6,"USE - field & lab, no issues",0.016,USE,0.007,USE - account for <DL/LRL,7.64,USE,,,1.468,USE - no issues,81,USE - no issues,280,8.2
7/28/2016,4781,47.78462,-108.26495,7/27/2011,NWCA11-R026,NWCA_NOT_PROBABILITY,MT,NPL,1,CHEM,99.83,"USE - field & lab, no issues",0.019,USE,0.006,USE - account for <DL/LRL,6.7,USE,,,1.79,USE - no issues,249,USE - no issues,111.7,6.51
7/28/2016,4787,46.16897,-102.4651,7/14/2011,NWCA11-ND-5015,NWCA_PROBABILITY,ND,NPL,1,CHEM,2863,"USE - field & lab, no issues",0.081,USE,0.015,USE - account for <DL/LRL,8.2,USE,,,3.355,USE - no issues,2665,USE - no issues,3409,7.83
7/28/2016,4791,37.070539,-89.242442,9/14/2011,NWCA11-3316,NWCA_PROBABILITY,IL,CPL,1,CHEM,355.1,"USE - only lab, no issues",0.01,USE,0.006,USE - account for <DL/LRL,7.82,USE,,,2.243,USE - no issues,517,USE - no issues,,
7/28/2016,4792,41.218961,-86.382569,9/28/2011,NWCA11-1555,NWCA_PROBABILITY,IN,UMW,1,CHEM,649,"USE - only lab, no issues",0.083,USE,0.008,USE - account for <DL/LRL,7.68,USE,,,2.395,USE - no issues,360,USE - no issues,,
7/28/2016,4795,43.069967,-92.450167,8/4/2011,NWCA11-5086,NWCA_PROBABILITY,IA,TPL,1,CHEM,327.3,"USE - field & lab, no issues",0.023,USE,0.006,USE - account for <DL/LRL,7.44,USE,,,1.913,USE - no issues,285,USE - no issues,255,6.1
7/28/2016,4798,41.23534,-91.11983,7/25/2011,NWCA11-3284,NWCA_PROBABILITY,IA,TPL,1,CHEM,282.3,"USE - field & lab, no issues",0.013,USE,0.005,USE - account for <DL/LRL,7.65,USE,,,0.903,USE - no issues,234,USE - no issues,293,7.09
7/28/2016,4799,43.18243,-94.76719,8/10/2011,NWCA11-3278,NWCA_PROBABILITY,IA,TPL,1,CHEM,222.3,"USE - field & lab, no issues",0.021,USE,0.007,USE - account for <DL/LRL,8.01,USE,,,1.373,USE - no issues,74,USE - no issues,189,8.9
7/28/2016,4800,43.07288,-92.45467,8/3/2011,NWCA11-3275,NWCA_PROBABILITY,IA,TPL,1,CHEM,242.9,"USE - field & lab, no issues",0.512,USE,0.007,USE - account for <DL/LRL,7.64,USE,,,5.481,USE - no issues,950,USE - no issues,220,6.8
7/28/2016,4801,43.3546,-94.79298,8/11/2011,NWCA11-3270,NWCA_PROBABILITY,IA,TPL,1,CHEM,566.5,"USE - field & lab, no issues",0.027,USE,0,USE - account for <DL/LRL,7.72,USE,,,0.91,USE - no issues,316,USE - no issues,567,6.06
7/28/2016,4802,43.18306,-94.76797,8/9/2011,NWCA11-1478,NWCA_PROBABILITY,IA,TPL,1,CHEM,237.1,"USE - field & lab, no issues",0.045,USE,0.007,USE - account for <DL/LRL,7.72,USE,,,1.903,USE - no issues,77,USE - no issues,240,5.71
7/28/2016,4803,41.21746,-91.09985,7/29/2011,NWCA11-1481,NWCA_PROBABILITY,IA,TPL,1,CHEM,424.2,"USE - field & lab, flag issue minor",0.022,USE,0.005,USE - account for <DL/LRL,7.94,USE,,,1.033,USE - flag issue minor,313,USE - flag issue minor,416,7.68
7/28/2016,4812,41.21614,-91.09948,8/18/2011,NWCA11-1473,NWCA_REVISITS,IA,TPL,2,CHEM,437,"USE - field & lab, no issues",0.025,USE,0.009,USE - account for <DL/LRL,7.6,USE,,,1.508,USE - no issues,436,USE - no issues,511,6.7
7/28/2016,4813,43.48294,-71.00723,8/11/2011,NWCA11-2178,NWCA_PROBABILITY,NH,NAP,1,CHEM,112.5,"USE - only lab, no issues",0.011,USE,0.042,USE - no issues,7.3,USE,,,0.26,USE - no issues,17,USE - no issues,,
7/28/2016,4814,41.21615,-91.09955,7/22/2011,NWCA11-1473,NWCA_PROBABILITY,IA,TPL,1,CHEM,413.2,"USE - only lab, flag issue minor",0.019,USE,0.021,USE - flag issue minor,7.54,USE,,,1.198,USE - flag issue minor,982,USE - flag issue minor,,7.4
7/28/2016,4815,41.22938,-91.12672,8/18/2011,NWCA11-1465,NWCA_REVISITS,IA,TPL,2,CHEM,389.5,"USE - field & lab, no issues",0.022,USE,0.008,USE - account for <DL/LRL,7.61,USE,,,1.825,USE - no issues,414,USE - no issues,405,6
7/28/2016,4816,41.229467,-91.126683,7/20/2011,NWCA11-1465,NWCA_PROBABILITY,IA,TPL,1,CHEM,464.1,"USE - only lab, no issues",0.177,USE,0.013,USE - account for <DL/LRL,7.36,USE,,,6.125,USE - no issues,1909,USE - no issues,,7.22
7/28/2016,4818,41.212183,-91.109917,7/19/2011,NWCA11-1477,NWCA_PROBABILITY,IA,TPL,1,CHEM,550,"USE - only lab, no issues",0.215,USE,0.014,USE - account for <DL/LRL,8.16,USE,,,4.763,USE - no issues,2195,USE - no issues,,7.29
7/28/2016,4845,47.82244,-98.17995,7/6/2011,NWCA11-ND-5083,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0.037,USE,0.06,USE - no issues,8.28,USE,2.41,USE - flag issue minor,2.47,USE - flag issue minor,340,USE - flag issue minor,3713,8.28
7/28/2016,4846,46.83646093,-99.6063608,6/27/2011,NWCA11-ND-5084,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,7.6,USE,1.75,USE - flag issue minor,1.78,USE - flag issue minor,94,USE - flag issue minor,904,7.6
7/28/2016,4858,47.72504,-100.18589,7/26/2011,NWCA11-ND-5094,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,6.92,USE,1.42,USE - no issues,1.45,USE - flag issue minor,671,USE - no issues,345.3,6.92
7/28/2016,4862,29.79982,-92.9632,8/9/2011,NWCA11-1696,NWCA_PROBABILITY,LA,CPL,1,CHEM,1788,"USE - only lab, no issues",0.094,USE,0.031,USE - no issues,7.87,USE,,,3.268,USE - no issues,2283,USE - no issues,,
7/28/2016,4865,32.98987303,-92.25489106,5/13/2011,NWCA11-1668,NWCA_PROBABILITY,LA,CPL,1,CHEM,94.63,"USE - only lab, flag issue minor",0.363,USE,0.046,USE - flag issue minor,7.39,USE,,,0.95,USE - flag issue minor,131,USE - flag issue minor,,
7/28/2016,4871,32.47018683,-93.17131231,6/11/2011,NWCA11-1636,NWCA_PROBABILITY,LA,CPL,1,CHEM,45.69,"USE - only lab, flag issue minor",0.127,USE,0.488,USE - flag issue minor,6.45,USE,,,1.006,USE - flag issue minor,71,USE - flag issue minor,,
7/28/2016,4872,47.73898,-100.56406,7/20/2011,NWCA11-ND-5085,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0.374,USE,0,USE - account for <DL/LRL,6.87,USE,2.61,USE - flag issue minor,2.64,USE - flag issue minor,242,USE - flag issue minor,1300,7.87
7/28/2016,4873,47.37453,-100.79199,7/19/2011,NWCA11-ND-5089,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0.113,USE,0,USE - account for <DL/LRL,7.72,USE,2.62,USE - no issues,2.65,USE - flag issue minor,421,USE - no issues,710,7.39
7/28/2016,4874,47.62145,-99.73509,7/21/2011,NWCA11-ND-5091,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",1.08,USE,0,USE - account for <DL/LRL,7.76,USE,5.25,USE - flag issue minor,5.28,USE - flag issue minor,1710,USE - flag issue minor,510,6.45
7/28/2016,4875,47.93046556,-98.2264968,7/6/2011,NWCA11-ND-5093,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,8.1,USE,2.14,USE - flag issue minor,2.17,USE - flag issue minor,61,USE - flag issue minor,2288,6.87
7/28/2016,4876,48.23514552,-98.26929896,7/26/2011,NWCA11-ND-5095,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,7.72,USE,2.13,USE - flag issue minor,2.16,USE - flag issue minor,85,USE - flag issue minor,1500,7.72
7/28/2016,4877,32.96514,-91.39212,5/22/2011,NWCA11-1632,NWCA_PROBABILITY,LA,CPL,1,CHEM,140.4,"USE - only lab, no issues",0.058,USE,0.008,USE - account for <DL/LRL,7.09,USE,,,2.781,USE - no issues,1128,USE - no issues,,
7/28/2016,4880,31.14908,-91.95082,6/27/2011,NWCA11-1611,NWCA_PROBABILITY,LA,CPL,1,CHEM,283.8,"USE - only lab, no issues",0.064,USE,0.012,USE - account for <DL/LRL,7.15,USE,,,1.625,USE - no issues,1630,USE - no issues,,
7/28/2016,4881,40.980512,-82.627928,6/15/2011,NWCA11-OH-3019,NWCA_PROBABILITY,OH,TPL,1,CHEM,113,"USE - only lab, no issues",0.053,USE,0.009,USE - account for <DL/LRL,8.46,USE,,,1.316,USE - no issues,189,USE - no issues,,
7/28/2016,4883,39.585499,-82.10281,6/8/2011,NWCA11-OH-3022,NWCA_PROBABILITY,OH,SAP,1,CHEM,1133,"USE - only lab, no issues",0.053,USE,0,USE - account for <DL/LRL,7.65,USE,,,0.806,USE - no issues,51,USE - no issues,,
7/28/2016,4887,45.24211,-87.04705,6/29/2011,NWCA11-WI-1001,NWCA_PROBABILITY,WI,UMW,1,CHEM,552,"USE - only lab, no issues",,REJECT,0.137,USE - no issues,8.55,USE,0.6,USE - no issues,,NOVALUE - use TKN+NO3NO2,16,USE - no issues,,
7/28/2016,4890,44.10509,-87.93511,9/9/2011,NWCA11-WI-1009,NWCA_PROBABILITY,WI,TPL,1,CHEM,449,"USE - only lab, no issues",,REJECT,0,USE - account for <DL/LRL,7.27,USE,4.1,USE - no issues,,NOVALUE - use TKN+NO3NO2,271,USE - no issues,,
7/28/2016,4900,48.44086,-117.0202,7/13/2011,NWCA11-ID-0018,NWCA_NOT_PROBABILITY,ID,WMT,1,CHEM,32.02,"USE - only lab, flag issue minor",0.015,USE,0.009,USE - account for <DL/LRL,7.69,USE,,,1.033,USE - flag issue minor,179,USE - flag issue minor,,
7/28/2016,4904,43.14698,-111.24838,9/10/2011,NWCA11-ID-0045,NWCA_NOT_PROBABILITY,ID,WMT,1,CHEM,273.5,"USE - only lab, flag issue minor",0.004,USE,0.003,USE - account for <DL/LRL,7.83,USE,,,0.168,USE - flag issue minor,91,USE - flag issue minor,,
7/28/2016,4905,46.84211,-115.14641,7/15/2011,NWCA11-ID-0059,NWCA_NOT_PROBABILITY,ID,WMT,1,CHEM,33.4,"USE - only lab, flag issue minor",0.032,USE,0.013,USE - account for <DL/LRL,5.72,USE,,,0.505,USE - flag issue minor,143,USE - flag issue minor,,
7/28/2016,4906,45.22456,-116.1468,8/10/2011,NWCA11-ID-0062,NWCA_NOT_PROBABILITY,ID,WMT,1,CHEM,17.94,"USE - only lab, flag issue minor",0.009,USE,0.006,USE - account for <DL/LRL,6.98,USE,,,0.41,USE - flag issue minor,25,USE - flag issue minor,,
7/28/2016,4908,44.08522,-111.20017,8/16/2011,NWCA11-ID-0069,NWCA_NOT_PROBABILITY,ID,WMT,1,CHEM,225.5,"USE - only lab, no issues",0,USE,0.02,USE - account for <DL/LRL,8.04,USE,,,0.098,USE - no issues,88,USE - no issues,,
7/28/2016,4909,43.26857,-111.52488,9/11/2011,NWCA11-ID-0066,NWCA_NOT_PROBABILITY,ID,WMT,1,CHEM,547.6,"USE - only lab, no issues",0.007,USE,0.003,USE - account for <DL/LRL,7.95,USE,,,0.393,USE - no issues,147,USE - no issues,,
7/28/2016,4910,42.33312,-113.57678,9/7/2011,NWCA11-ID-0084,NWCA_NOT_PROBABILITY,ID,XER,1,CHEM,54.19,"USE - only lab, no issues",0.008,USE,0.642,USE - no issues,7.11,USE,,,0.7,USE - no issues,34,USE - no issues,,
7/28/2016,4911,27.1877121,-82.27582341,10/10/2011,NWCA11-1245,NWCA_PROBABILITY,FL,CPL,1,CHEM,37.55,"USE - field & lab, no issues",0.015,USE,0.008,USE - account for <DL/LRL,4.82,USE,,,0.995,USE - no issues,13,USE - no issues,19,4.36
7/28/2016,4912,29.041949,-82.73344,5/16/2011,NWCA11-1278,NWCA_PROBABILITY,FL,CPL,1,CHEM,35880,"USE - field & lab, no issues",0,USE,0.006,USE - no issues,7.99,USE,,,0.609,USE - no issues,72,USE - no issues,36990,7.27
7/28/2016,4914,28.13206,-81.64206,5/17/2011,NWCA11-1286,NWCA_PROBABILITY,FL,CPL,1,CHEM,160.4,"USE - field & lab, no issues",0.023,USE,0.028,USE - no issues,4.6,USE,,,2.719,USE - no issues,102,USE - no issues,160,4.49
7/28/2016,4916,29.905958,-81.325827,6/2/2011,NWCA11-1292,NWCA_PROBABILITY,FL,CPL,1,CHEM,53100,"USE - field & lab, flag issue minor",0.043,USE,0.026,USE - flag issue minor,7.73,USE,,,0.581,USE - flag issue minor,104,USE - flag issue minor,58590,7.48
7/28/2016,4920,29.40497,-82.15263,4/25/2011,NWCA11-1311,NWCA_PROBABILITY,FL,CPL,1,CHEM,82.33,"USE - field & lab, no issues",0.06,USE,0.014,USE - account for <DL/LRL,4.84,USE,,,4.095,USE - no issues,219,USE - no issues,85,4.52
7/28/2016,4922,29.98357,-84.51718,6/7/2011,NWCA11-1308,NWCA_PROBABILITY,FL,CPL,1,CHEM,6030,"USE - field & lab, flag issue minor",0.042,USE,0.139,USE - flag issue minor,6.96,USE,,,0.898,USE - flag issue minor,70,USE - flag issue minor,6131,6.57
7/28/2016,4925,25.843451,-81.036043,10/9/2011,NWCA11-1324,NWCA_PROBABILITY,FL,CPL,1,CHEM,337.4,"USE - field & lab, no issues",0.008,USE,0.007,USE - account for <DL/LRL,7.5,USE,,,0.663,USE - no issues,11,USE - no issues,359,7.24
7/28/2016,4926,28.922829,-82.621438,7/7/2011,NWCA11-1325,NWCA_PROBABILITY,FL,CPL,1,CHEM,1154,"USE - field & lab, no issues",0.071,USE,0.009,USE - account for <DL/LRL,7.08,USE,,,2.265,USE - no issues,62,USE - no issues,1220,6.34
7/28/2016,4927,25.22157,-80.4288,7/13/2011,NWCA11-1329,NWCA_PROBABILITY,FL,CPL,1,CHEM,46340,"USE - field & lab, no issues",0.023,USE,0.022,USE - no issues,8.03,USE,,,0.673,USE - no issues,7,USE - no issues,50276,7.85
7/28/2016,4929,30.0255,-84.45983,6/8/2011,NWCA11-1342,NWCA_PROBABILITY,FL,CPL,1,CHEM,19460,"USE - field & lab, flag issue minor",0.012,USE,0.004,USE - flag issue minor,7.33,USE,,,0.456,USE - flag issue minor,75,USE - flag issue minor,22455,6.78
7/28/2016,4939,48.79837,-97.73354,6/22/2011,NWCA11-ND-5016,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,7.76,USE,0.893,USE - flag issue minor,0.923,USE - flag issue minor,153,USE - flag issue minor,400,7.76
7/28/2016,4944,36.8229,-89.11822,7/13/2011,NWCA11-1587,NWCA_PROBABILITY,KY,CPL,1,CHEM,409.8,"USE - field & lab, no issues",0.015,USE,0.007,USE - account for <DL/LRL,7.99,USE,,,1.498,USE - no issues,625,USE - no issues,396.1,7.69
7/28/2016,4946,37.63878,-87.53352,6/30/2011,NWCA11-1591,NWCA_PROBABILITY,KY,TPL,1,CHEM,458.7,"USE - field & lab, no issues",0.025,USE,0.06,USE - no issues,6.1,USE,,,1.42,USE - no issues,245,USE - no issues,292.2,7.11
7/28/2016,4949,36.71432,-89.17856964,8/9/2011,NWCA11-1602,NWCA_PROBABILITY,KY,CPL,1,CHEM,375.7,"USE - field & lab, flag issue minor",1.925,USE,0.015,USE - account for <DL/LRL,7.28,USE,,,2.643,USE - flag issue minor,711,USE - flag issue minor,377.4,7.47
7/28/2016,4954,29.8318008,-89.3316423,6/5/2011,NWCA11-1613,NWCA_PROBABILITY,LA,CPL,1,CHEM,21840,"USE - only lab, no issues",0.014,USE,0.013,USE - no issues,7.67,USE,,,1.031,USE - no issues,136,USE - no issues,,
7/28/2016,4955,29.18063,-90.67906,6/18/2011,NWCA11-1626,NWCA_PROBABILITY,LA,CPL,1,CHEM,30890,"USE - only lab, flag issue minor",0.004,USE,0.005,USE - flag issue minor,8,USE,,,0.958,USE - flag issue minor,129,USE - flag issue minor,,
7/28/2016,4956,29.41306,-89.52184,7/1/2011,NWCA11-1629,NWCA_PROBABILITY,LA,CPL,1,CHEM,6727,"USE - only lab, flag issue minor",0.032,USE,0.969,USE - flag issue minor,8.16,USE,,,2.184,USE - flag issue minor,210,USE - flag issue minor,,
7/28/2016,4957,30.09146,-90.9148,4/29/2011,NWCA11-1631,NWCA_PROBABILITY,LA,CPL,1,CHEM,340.1,"USE - only lab, flag issue minor",0.007,USE,1.538,USE - flag issue minor,7.9,USE,,,1.916,USE - flag issue minor,420,USE - flag issue minor,,
7/28/2016,4958,29.74654,-89.67263,5/25/2011,NWCA11-1637,NWCA_PROBABILITY,LA,CPL,1,CHEM,12390,"USE - only lab, no issues",0.008,USE,0,USE - account for <DL/LRL,8.06,USE,,,0.825,USE - no issues,107,USE - no issues,,
7/28/2016,4961,40.86241699,-97.40484414,9/10/2011,NWCA11-2159,NWCA_PROBABILITY,NE,SPL,1,CHEM,127.8,"USE - only lab, flag issue minor",0.076,USE,0.003,USE - account for <DL/LRL,6.78,USE,,,1.385,USE - flag issue minor,1782,USE - flag issue minor,,
7/28/2016,4964,25.66744,-80.26594,7/14/2011,NWCA11-1348,NWCA_PROBABILITY,FL,CPL,1,CHEM,55810,"USE - field & lab, no issues",0.001,USE,0.006,USE - no issues,7.74,USE,,,0.801,USE - no issues,28,USE - no issues,60540,7.55
7/28/2016,4966,26.332391,-81.838011,9/24/2011,NWCA11-1359,NWCA_PROBABILITY,FL,CPL,1,CHEM,32660,"USE - field & lab, flag issue minor",0.009,USE,0.006,USE - flag issue minor,8.02,USE,,,0.57,USE - flag issue minor,34,USE - flag issue minor,"37,317",7.71
7/28/2016,4967,25.89263,-81.69695,9/24/2011,NWCA11-1363,NWCA_PROBABILITY,FL,CPL,1,CHEM,50390,"USE - field & lab, flag issue minor",0.001,USE,0.011,USE - flag issue minor,7.95,USE,,,1.71,USE - flag issue minor,156,USE - flag issue minor,58669,7.91
7/28/2016,4972,31.94268068,-81.08486736,8/18/2011,NWCA11-1369,NWCA_PROBABILITY,GA,CPL,1,CHEM,46980,"USE - field & lab, no issues",0,USE,0.071,USE - no issues,7.55,USE,,,0.618,USE - no issues,96,USE - no issues,24300,7.15
7/28/2016,4973,31.14352,-81.53088,6/1/2011,NWCA11-1370,NWCA_PROBABILITY,GA,CPL,1,CHEM,46400,"USE - field & lab, no issues",0.01,USE,0.041,USE - no issues,7.84,USE,,,0.625,USE - no issues,136,USE - no issues,44500,7.59
7/28/2016,4974,31.77503,-81.21684,8/30/2011,NWCA11-1372,NWCA_PROBABILITY,GA,CPL,1,CHEM,49760,"USE - field & lab, no issues",0,USE,0.104,USE - no issues,7.57,USE,,,0.763,USE - no issues,115,USE - no issues,46400,7.21
7/28/2016,4979,31.49198057,-81.26599112,7/19/2011,NWCA11-1379,NWCA_PROBABILITY,GA,CPL,1,CHEM,43940,"USE - only lab, no issues",0.102,USE,0.029,USE - no issues,7.5,USE,,,1.223,USE - no issues,259,USE - no issues,,
7/28/2016,5039,48.85173,-101.74076,6/28/2011,NWCA11-ND-5066,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0.03,USE,0,USE - account for <DL/LRL,8.1,USE,2.74,USE - flag issue minor,2.77,USE - flag issue minor,3780,USE - flag issue minor,233,8.1
7/28/2016,5040,48.35183,-98.22801,7/27/2011,NWCA11-ND-5017,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0.12,USE,0,USE - account for <DL/LRL,7.72,USE,5.39,USE - flag issue minor,5.42,USE - flag issue minor,4420,USE - flag issue minor,1740,7.72
7/28/2016,5041,47.93109344,-98.22120929,7/6/2011,NWCA11-ND-5019,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,7.09,USE,1.78,USE - flag issue minor,1.81,USE - flag issue minor,37,USE - flag issue minor,1808,7.09
7/28/2016,5042,46.108715,-98.896053,6/16/2011,NWCA11-ND-5021,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0.294,USE,0,USE - account for <DL/LRL,7.15,USE,2.45,USE - flag issue minor,2.48,USE - flag issue minor,120,USE - flag issue minor,1227,7.15
7/28/2016,5043,46.9166,-100.20016,6/30/2011,NWCA11-ND-5023,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,8.46,USE,2.13,USE - flag issue minor,2.16,USE - flag issue minor,200,USE - flag issue minor,2142,8.46
7/28/2016,5047,48.23701,-98.26264,7/26/2011,NWCA11-ND-5030,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0.051,USE,0,USE - account for <DL/LRL,7.65,USE,3.47,USE - flag issue minor,3.5,USE - flag issue minor,261,USE - flag issue minor,2480,7.65
7/28/2016,5048,48.68823,-101.22047,6/30/2011,NWCA11-ND-5032,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,8.55,USE,1.87,USE - flag issue minor,1.9,USE - flag issue minor,46,USE - flag issue minor,649,8.55
7/28/2016,5049,47.273941,-97.749911,7/5/2011,NWCA11-ND-5034,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,7.27,USE,2.13,USE - flag issue minor,2.16,USE - flag issue minor,1520,USE - flag issue minor,705,7.27
7/28/2016,5050,47.36711,-100.807,7/18/2011,NWCA11-ND-5037,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,7.69,USE,1.94,USE - flag issue minor,1.97,USE - flag issue minor,606,USE - flag issue minor,2770,7.69
7/28/2016,5051,46.13702989,-99.3487305,6/15/2011,NWCA11-ND-5067,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0.097,USE,0,USE - account for <DL/LRL,7.83,USE,0.279,USE - flag issue minor,0.309,USE - flag issue minor,685,USE - flag issue minor,410,7.83
7/28/2016,5060,30.94791107,-87.89575308,5/12/2011,NWCA11-1015,NWCA_PROBABILITY,AL,CPL,1,CHEM,275.3,"USE - only lab, no issues",0.27,USE,0.016,USE - account for <DL/LRL,7.12,USE,,,0.918,USE - no issues,204,USE - no issues,,
7/28/2016,5062,30.79802854,-87.96467857,9/29/2011,NWCA11-1035,NWCA_PROBABILITY,AL,CPL,1,CHEM,7211,"USE - only lab, no issues",0.377,USE,0,USE - account for <DL/LRL,7.05,USE,,,1.75,USE - no issues,117,USE - no issues,,
7/28/2016,5063,33.18762,-92.72879,6/4/2011,NWCA11-1043,NWCA_PROBABILITY,AR,CPL,1,CHEM,,REJECT - no usable value,0.104,USE,0,USE - account for <DL/LRL,,REJECT,,REJECT - no usable value,2.67,REJECT - analyte not TN,1850,REJECT - analyte not TP,,
7/28/2016,5066,34.89171,-91.36839,6/28/2011,NWCA11-1046,NWCA_PROBABILITY,AR,CPL,1,CHEM,,REJECT - no usable value,0.186,USE,0.46,USE - no issues,,REJECT,,REJECT - no usable value,0.734,REJECT - analyte not TN,66.7,REJECT - analyte not TP,,
7/28/2016,5069,34.902155,-91.346467,6/29/2011,NWCA11-1050,NWCA_PROBABILITY,AR,CPL,1,CHEM,,REJECT - no usable value,0.0579,USE,0,USE - account for <DL/LRL,,REJECT,,REJECT - no usable value,0.992,REJECT - analyte not TN,57.6,REJECT - analyte not TP,,
7/28/2016,5070,34.45642,-90.68922,7/6/2011,NWCA11-1053,NWCA_PROBABILITY,AR,CPL,1,CHEM,,REJECT - no usable value,0.0927,USE,0,USE - account for <DL/LRL,,REJECT,,REJECT - no usable value,0.881,REJECT - analyte not TN,152,REJECT - analyte not TP,,
7/28/2016,5090,33.94479,-82.31815,4/4/2011,NWCA11-2401,NWCA_PROBABILITY,SC,SAP,1,CHEM,34.82,"USE - only lab, no issues",0.076,USE,0.082,USE - no issues,6.13,USE,,,1.203,USE - no issues,108,USE - no issues,,
7/28/2016,5092,47.46649,-99.52478,7/22/2011,NWCA11-ND-5079,NWCA_PROBABILITY,ND,TPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,6.7,USE,3.41,USE - flag issue minor,3.44,USE - flag issue minor,424,USE - flag issue minor,2290,6.7
7/28/2016,5098,30.37253218,-88.83512847,5/24/2011,NWCA11-1953,NWCA_PROBABILITY,MS,CPL,1,CHEM,29710,"USE - only lab, no issues",0.007,USE,0,USE - account for <DL/LRL,7.91,USE,,,0.595,USE - no issues,49,USE - no issues,,
7/28/2016,5099,30.41902926,-88.56129586,5/20/2011,NWCA11-1946,NWCA_REVISITS,MS,CPL,2,CHEM,14820,"USE - only lab, flag issue minor",0.027,USE,0.063,USE - flag issue minor,7.36,USE,,,0.746,USE - flag issue minor,59,USE - flag issue minor,,
7/28/2016,5100,30.4194,-88.56133,5/7/2011,NWCA11-1946,NWCA_PROBABILITY,MS,CPL,1,CHEM,5187,"USE - only lab, flag issue minor",0.041,USE,0.229,USE - flag issue minor,7.15,USE,,,0.764,USE - flag issue minor,61,USE - flag issue minor,,
7/28/2016,5102,44.23616,-68.32042,7/25/2011,NWCA11-R303,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,61.28,"USE - only lab, no issues",0.021,USE,0.009,USE - account for <DL/LRL,4.27,USE,,,0.793,USE - no issues,24,USE - no issues,,
