PUBLICATION_DATE,UID,lat,lon,DATE_COL,SITE_ID,SITE_USE,STATE,REGION,VISIT_NO,SAMPLE_TYPE,COND,COND_USEABILITY,NH3,NH3_USEABILITY,NO3NO2,NO3NO2_USEABILITY,PH,PH_USEABILITY,TKN,TKN_USEABILITY,TN,TN_USEABILITY,TP,TP_USEABILITY,CONDUCTIVITY_FIELD,PH_FIELD
7/28/2016,5863,38.1235,-121.93704,9/14/2011,NWCA11-4729,NWCA_PROBABILITY,CA,XER,1,CHEM,5111,"USE - only lab, no issues",,REJECT,0,USE - account for <DL/LRL,7,USE,3.736,USE - no issues,,NOVALUE - use TKN+NO3NO2,265,USE - no issues,,
7/28/2016,5869,45.12936,-93.82394,8/4/2011,NWCA11-MN-0002,NWCA_PROBABILITY,MN,UMW,1,CHEM,337.5,"USE - field & lab, no issues",0.06,USE,0.012,USE - account for <DL/LRL,7.17,USE,,,3.13,USE - no issues,1272,USE - no issues,334,6.95
7/28/2016,5873,47.88128,-90.56152,7/27/2011,NWCA11-MN-0003,NWCA_PROBABILITY,MN,UMW,1,CHEM,28.67,"USE - field & lab, no issues",0.014,USE,0.015,USE - account for <DL/LRL,6.63,USE,,,0.535,USE - no issues,21,USE - no issues,28.5,6.55
7/28/2016,5883,46.59087,-95.62193,8/12/2011,NWCA11-MN-0011,NWCA_PROBABILITY,MN,UMW,1,CHEM,700.8,"USE - field & lab, flag issue minor",0.094,USE,0.007,USE - account for <DL/LRL,6.88,USE,,,3.693,USE - flag issue minor,1099,USE - flag issue minor,845,6.69
7/28/2016,5892,47.42236,-96.03088,8/15/2011,NWCA11-MN-0019,NWCA_PROBABILITY,MN,TPL,1,CHEM,333.9,"USE - field & lab, no issues",4.687,USE,0.01,USE - account for <DL/LRL,7.4,USE,,,16.45,USE - no issues,1863,USE - no issues,334,7.35
7/28/2016,5898,45.17353,-94.63664,8/3/2011,NWCA11-MN-0025,NWCA_PROBABILITY,MN,TPL,1,CHEM,385.9,"USE - field & lab, no issues",0.065,USE,0.028,USE - no issues,7.66,USE,,,0.888,USE - no issues,344,USE - no issues,371,7.42
7/28/2016,5902,45.64519,-95.85136,8/2/2011,NWCA11-MN-0027,NWCA_PROBABILITY,MN,TPL,1,CHEM,502.2,"USE - field & lab, no issues",0.031,USE,0,USE - account for <DL/LRL,8.32,USE,,,1.185,USE - no issues,57,USE - no issues,493,8.37
7/28/2016,5904,45.65377,-93.23069,8/22/2011,NWCA11-MN-0029,NWCA_PROBABILITY,MN,UMW,1,CHEM,324.8,"USE - field & lab, no issues",0.434,USE,0.008,USE - account for <DL/LRL,7.02,USE,,,2.293,USE - no issues,1256,USE - no issues,329,7.39
7/28/2016,5908,43.72285,-93.35332,8/24/2011,NWCA11-MN-0032,NWCA_PROBABILITY,MN,TPL,1,CHEM,614,"USE - field & lab, no issues",3.007,USE,0.008,USE - account for <DL/LRL,7.05,USE,,,6.988,USE - no issues,1988,USE - no issues,665,6.8
7/28/2016,5910,47.55232638,-95.58586757,8/9/2011,NWCA11-MN-0007,NWCA_PROBABILITY,MN,UMW,1,CHEM,372.8,"USE - field & lab, no issues",0.021,USE,0.007,USE - account for <DL/LRL,7.7,USE,,,1.33,USE - no issues,106,USE - no issues,385,
7/28/2016,5911,44.86252,-72.04634,8/4/2011,NWCA11-2686,NWCA_REVISITS,VT,NAP,2,CHEM,127.6,"USE - only lab, no issues",0.012,USE,0.007,USE - account for <DL/LRL,7.16,USE,,,0.39,USE - no issues,16,USE - no issues,,
7/28/2016,5912,43.91334857,-73.10196761,6/28/2011,NWCA11-2687,NWCA_PROBABILITY,VT,NAP,1,CHEM,440.3,"USE - only lab, no issues",0.002,USE,0.008,USE - account for <DL/LRL,7.35,USE,,,0.698,USE - no issues,587,USE - no issues,,
7/28/2016,5915,43.91331,-73.10205,8/2/2011,NWCA11-2687,NWCA_REVISITS,VT,NAP,2,CHEM,511.8,"USE - only lab, no issues",0.017,USE,0.007,USE - account for <DL/LRL,7.43,USE,,,0.88,USE - no issues,438,USE - no issues,,
7/28/2016,5916,43.56837,-73.39796,7/12/2011,NWCA11-2688,NWCA_PROBABILITY,VT,NAP,1,CHEM,247.4,"USE - only lab, no issues",0.01,USE,0.007,USE - account for <DL/LRL,7.48,USE,,,0.458,USE - no issues,44,USE - no issues,,
7/28/2016,5920,44.67859,-72.98946,7/5/2011,NWCA11-2693,NWCA_PROBABILITY,VT,NAP,1,CHEM,261.6,"USE - only lab, no issues",0.043,USE,0.539,USE - no issues,7.59,USE,,,0.988,USE - no issues,62,USE - no issues,,
7/28/2016,5921,43.92001,-73.1148,7/14/2011,NWCA11-4486,NWCA_PROBABILITY,VT,NAP,1,CHEM,617.3,"USE - only lab, no issues",0.02,USE,0.04,USE - no issues,8.15,USE,,,0.373,USE - no issues,43,USE - no issues,,
7/28/2016,5923,43.37715,-72.94283,7/28/2011,NWCA11-2698,NWCA_PROBABILITY,VT,NAP,1,CHEM,70.96,"USE - only lab, no issues",0.008,USE,0.005,USE - account for <DL/LRL,7.03,USE,,,0.318,USE - no issues,37,USE - no issues,,
7/28/2016,5924,42.90802,-73.08179,7/19/2011,NWCA11-2694,NWCA_PROBABILITY,VT,NAP,1,CHEM,12.72,"USE - only lab, no issues",0.01,USE,0.025,USE - no issues,5.41,USE,,,0.603,USE - no issues,54,USE - no issues,,
7/28/2016,5925,36.10087985,-77.286983,5/11/2011,NWCA11-2071,NWCA_PROBABILITY,NC,CPL,1,CHEM,82.41,"USE - field & lab, no issues",0.352,USE,0.014,USE - account for <DL/LRL,6.73,USE,,,2.138,USE - no issues,446,USE - no issues,66.2,5.8
7/28/2016,5927,30.65397,-84.4468,6/23/2011,NWCA11-1314,NWCA_PROBABILITY,FL,CPL,1,CHEM,36.78,"USE - field & lab, no issues",0.044,USE,0.092,USE - flag issue minor,6.53,USE,,,0.151,USE - no issues,105,USE - no issues,40,5.96
